Tweet,sentiment
"RT @contrariansmind: ‘Diet Bitcoin’: Brother of Drug Kingpin Pablo Escobar Launches Bizarre ICO, Claims He Met Satoshi https://t.co/YaNuzoX…",2
"RT @RandolphMlny: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #ETU 📢

Sign Up and get 8888 #ETU ✈️💰

1.…",2
RT @DrDenaGrayson: @ericgeller Agree w/@ericgeller👉🏼likely signals #indictments of state-backed hackers. I believe that these hackers will…,1
"#bitcoin #cryptocurrency #EEUU #spain #22mar see the last new of bitcoin is gin to the moon https://t.co/wfX2tAx4Rn  ..,",2
"RT @OfficialAkaiito: Sharing impressions: #Blockchain &amp; #Bitcoin #Conference
#Akaiito team is glad to share with You comments and emotions…",2
"RT @bethereumteam: We have just hit 10K within 48 hours! Welcome all, lets build the best community on the market! #bethereum #bountycampai…",2
"RT @investaco_uk: Daily Crypto-Quote | INVESTA ICO LAUNCHING SOON!

Join Official Telegram Group:
https://t.co/kqDwyeDvDK

Join Official Te…",1
"RT @RandolphMlny: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #Redcoin 📢

#Redcoin distributes free 188…",2
bitcoin euro exchange rate – binance https://t.co/t94kWp45MX,2
"RT @Evareium_ITO: Last few hours to take advantage of 14.2% bonus on $EVM and 40% $EVT credit! Visit https://t.co/U3kpTyDCtG to invest.

#…",0
"Name: Asch
Symbol: XAS
24 hour change: -11.85%
Price: 0.721745
Rank: 142
Total Supply: 114855331.0
Volume: 4944820.… https://t.co/GJcOVsqxJA",0
WealthMigrate https://t.co/I10jEfOKuw,1
"RT @bethereumteam: The maximum token supply is 1 000 000 000 BTHR issued. Don't forget to join the https://t.co/qVN14Mi2kR!
#bethereum #bi…",1
"RT @Viberate_com: Do you ever wonder how we got the name for our token? Here is one theory ;)
https://t.co/Tsyo8qaUOK
$vib  #token #vib #e…",1
RT @bethereumteam: We already have an iOS prototype of the betting process through Bethereum on the AppStore! Are you ready to challenge yo…,2
"RT @bethereumteam: Do you remember the last time you had fun while betting?
Well, with #Bethereum you will! We're bringing the holy trinity…",2
"RT @SuperEthereum: You can join us on Telegram
Account : Superethereum

https://t.co/TN4260pp8v

#cryptocurrency #ico #bitcoin #ethereum #…",1
"RT @bethereumteam: Less then 24 hours and our communities have grown by more than 20,000 members. All systems are still operational!
Are we…",2
"We have a bit of a double top, we have another convergence of a support (which could turn to resistance), and the b… https://t.co/cks19Gxjp0",1
RT @FreeZone_one: Privacy-focused cryptocurrency zcash is gearing up for its first hard fork. #cryptocurrency #investment #investing #crypt…,0
"RT @Aruwba: Hurry Come see what's happening on my Premium snap RIGHT NOW!

🚨JOIN FOR ONLY $25 FOR LIFE🚨

⬇️Click here⬇️ 
https://t.co/nlE16…",2
"⚠ 20$ for free registering to Binance ⚠

0.1% trading fee and no fee for deposit!

Get BONUS here:… https://t.co/onTo9j4DaD",2
RT @CyberDomain: This book follows the history of the international law of peace an https://t.co/0tBrTwvGeC #Cybersecurity #Bitcoin https:/…,1
RT @DrDenaGrayson: @ericgeller Agree w/@ericgeller👉🏼likely signals #indictments of state-backed hackers. I believe that these hackers will…,1
Smartest* https://t.co/5gXSRO1mCx,1
RT @GymRewards: https://t.co/Bm9sIxiiwU  Checkout our #bitcointalk #ANN https://t.co/J5xnJJr7Sa … #Gymrewards #tokenssale #ethereum #bitcoi…,1
US Marshals Office Auctions Off Another $18.7M in Bitcoin https://t.co/P15JKy1f04,1
"RT @CoinsAirdrops: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #GMV 📢

#GMV Airdrop $1,000,000 ✈️💰WORTH…",2
"Bitcoin price : RM 33, 587.96 / btc
Ethereum price : RM 2,085.83 / eth
https://t.co/px6xSxiyGJ",1
"Bitcoin @ £6,483.53 | Ethereum @ £416.36 | Litecoin @ £126.45 | Buy it online with bank transfer at https://t.co/CkpCoazTdY",1
"RT @iamjosephyoung: Newly appointed China's central bank head Yi Gang:

""Bitcoin is a currency that provides freedom to anyone that uses it…",2
Man from 100$ to 250$m that´s huge! https://t.co/PvLLNEVs3L,1
"RT @Applancer_pro: Why Blockchain Will Survive Even If Bitcoin Doesn't
https://t.co/chtRI5PCyB #Blockchain #Bitcoin #btc #crypto #p2p",1
"RT @bethereumteam: We're revealing our surprise tomorrow!
Are you ready to celebrate with us? 😮
#surprise #presents #crypto #bitcoin #ethe…",2
"RT @CyberToolsBooks: USB KeyLogger Nano Wi-Fi 8MB Gray Edition ------ Small, smaller, s https://t.co/S0Dp2vnKZc #Cybersecurity #Bitcoin htt…",1
#bitcoin #cryptocurrency #EEUU #spain #22mar #ElPetroEstaBlindado see the last new of bitcoin is gin to the moon https://t.co/wfX2tAx4Rn  3,2
"This is wild!

""But as of this writing, Mt. Gox has enough assets to pay off its claims with more than $1.4 billio… https://t.co/nBnqQJHHAZ",1
#DontMissOut! #Investor #SocialInvestor #ImpactInvestor #Investment #OPPORTUNITY! 50% Discount w/#bitcoin #ether… https://t.co/7Hzb4HhAu9,1
"Copy successful traders automatically with Bitcoin! 💰💰

I copy ""Dividend667"". Do you?

➡️ https://t.co/tSTJj5IKN5… https://t.co/tdvktZnzxM",2
"RT @WealthE_Coin: As the crypto community grows bigger, government acceptance and regulation will be a big talking point.  Check out this v…",1
Would you put $50M into bitcoin?? https://t.co/3Aa6VcHW40,1
RT @WarWithAgendas: Snowden: The #NSA Is Hunting Down Senders And Receivers Of #Bitcoin https://t.co/5CInyZfOqG #Cryptocurrencies,1
"RT @btc_manager: Tom Lee: “The Altcoin Bear Rally is Almost at an End,” but still Stick to Bitcoin BY: Priyeshu Garg

https://t.co/KXmK6PMj…",1
"RT SpirosMargaris: Better #Bitcoin Relay?

#Crypto #VCs Back BloXroute Funding

https://t.co/Ijp5cL3bsr #fintech… https://t.co/cI3P9kcz6D",2
"RT @bethereumteam: Read about what we've achieved together!
The #Bethereum army is stronger than ever and growing by numbers. 🚀
Vote for us…",1
RT @nfrisbie83: OK Internet... I need your help... let’s break a #worldrecord ... see how much #bitcoin we can cram into my wallet in #24ho…,2
(ICE Agency Charges Payza and Two Canadian Citizens With Bitcoin Money Laundering) has been published on Crypt ...… https://t.co/LAfRXuuOgS,1
"RT @business: As China’s crackdown on cryptocurrencies broadens to bitcoin miners, some of the industry’s biggest players are shifting oper…",1
City of Atlanta computer systems dealing with cyberattack; ransom note asks for Bitcoin payment https://t.co/uHmPx7RN8J,1
"Tom Lee: “The Altcoin Bear Rally is Almost at an End,” but still Stick to Bitcoin BY: Priyeshu Garg… https://t.co/cdPuLoVFgD",1
"RT @NickSzabo4: In particular, every full node watches every other full node (including watching the miners).  Robots in green eyeshades ti…",2
@CryptoTroika Bitcoin Private mainnet test successfully complete! BTCP blockchain works stably.12 global exchanges… https://t.co/ZZ0TNUnh2k,2
RT @CryptoCoinsNews: ‘I Don’t Think Bitcoin Will Last Forever’: NSA Whistleblower Edward Snowden https://t.co/2LfQnIPME3,1
15 Get your PaleoHacks Cookbooks Today #foodporn !!... #Bitcoin #affiliatemarketing #onlinemarketing https://t.co/PEmRCu2RKO,1
"RT @SubstratumNet: Show your #Substratum Pride on your Desktop with this Wallpaper!

Download Here:

https://t.co/DoMd4OAJ4M

$sub #cryptoc…",1
RT @BitcoinBolt: Applicature Joins the Ethereum Enterprise Alliance https://t.co/71e57f74m7 #bitcoin,1
"In the course of their 20+-year engineering careers, authors Brian https://t.co/GmpCqeHWPr #Cybersecurity #Bitcoin https://t.co/kG0zMXPLg4",1
"RT @bethereumteam: We have just hit 10K within 48 hours! Welcome all, lets build the best community on the market! #bethereum #bountycampai…",2
RT @coindesk: Bitcoin Will Be World's 'Single Currency' Says Twitter CEO https://t.co/jGHcq35H9H https://t.co/L1x2zS5a7R,0
RT @SigCogley: An excellent and very promising project. And plus to all there is an interesting bounty company to take part in that can eac…,2
"#TopTips

Need your #bitcoin faster?

https://t.co/Yd57TavCp1

#TransactionSpeed #btctxspeedup #Bitcoin https://t.co/YKqe8w8244",1
"Puerto Rico is the primary bridge from American to ""offshore"" banking. #cryptocurrency #bitcoin https://t.co/kAukVzRCJY",1
"Name: DADI
Symbol: DADI
24 hour change: -7.48%
Price: 0.203944
Rank: 347
Total Supply: 100000000.0
Volume: 2620820.… https://t.co/WZ0qhR11sZ",0
"RT @mikey_bto: Work in progress! I love Verge. 😍 Remember there is NO big company behind it, this is made by the people. Pay some respect a…",2
RT @OverstockCEO: I think that guy's name is Patrick... though I was called Preston just the other day. @Blockchaincorp https://t.co/O9qUOh…,0
You think all this negative news at once is planned? I do #bitcoin #ethereum ICE Agency Charges Payza and Two Canad… https://t.co/3TMB0ELDJi,1
"RT @aWebAnalysis: Bitcoin BTC Current Price:
$8.643,300
1 Hour: -0.62 % | 24 Hours: -4.61 % | 7 Days: 5.03 %
#btc #bitcoin",1
RT @PlayHall_io: Twitter CEO Says Bitcoin Will Become World’s ‘Single Currency’ Within A Decade https://t.co/JlUa9AV4zm,0
@albericie Because large Corporates own and fund the Government and there is nothing you can do unless you unbank t… https://t.co/KuFWUcY18O,1
"RT @CryptoNetGroup: Bitcoin rallies $1,000 after FSB letter to G-20 officials https://t.co/n6XhQIYdV8 https://t.co/4qTVIdgCJk",1
@CryptoDeacon Sick of watching the professionals trade Crypto easily while you sit back and lost money. How’s about… https://t.co/01U6m03wi5,0
"RT @bethereumteam: Today we're celebrating our #birthday! 🎂
Click on the article to find out what we're doing to #celebrate:
https://t.co/5…",1
"RT @RamenCoin2018: The OFFICIAL @RamenCoin2018 Twitter #Airdrop ROUND 1 is LIVE!

Receive 500 $RAMEN for completing the tasks: https://t.co…",0
"RT @btccloud: Official Bitcoin Cloud #Airdrop 1

https://t.co/wyumnhGR49

Limited to 10,000 Members
Total Supply # 20M
4M Coins Will be Air…",0
IS YOUR CRYPTOCURRENCY SAFE? - BITCOIN CHART and TRADING UPDATE: https://t.co/dWtZRfoINe via @YouTube,1
"Google?s Parent Company, Alphabet, Is Developing Blockchain-Based Solutions for its Cloud https://t.co/gNPEhIpbEi… https://t.co/CZ2d0xY5lz",1
"@alisonania This article explains a little about what I’m doing
https://t.co/lpvM7Uc8ky",0
"RT @DrDenaGrayson: 🛑BREAKING🛑

Rockin' Rod Rosenstein to make a MAJOR CYBER LAW ENFORCEMENT announcement tomorrow‼️

*TREASURY* Undersecret…",2
"What is Online Bingo? Bingo is a fun and exciting game to play for people of all ages. In the earlier days, this ga… https://t.co/r1U5f3wXxp",2
"RT @MsxNetwork: #AIRDROP NOW OPEN!

PHASE I for #AION Token Holder

https://t.co/8Mbvhqbvem

#microstack #bitcoin #ethereum #blockchain #bo…",1
"RT @bethereumteam: It's been 72 hours since the official launch of our Bounty campaign.
Is there a stronger crypto community out there?
#cr…",1
Crypto Collectibles Are Worthless Without a Website https://t.co/JQbFD5nzKR,0
"RT @metalpaysme: A study showed that 30% of millennial's would rather invest $1,000 in Bitcoin than $1,000 in government bonds or stocks.…",1
"RT @Applancer_pro: Why Blockchain Will Survive Even If Bitcoin Doesn't
https://t.co/chtRI5PCyB #Blockchain #Bitcoin #btc #crypto #p2p",1
"“You see we need global currencies and we don’t trust any centralised body to run it, and because Bitcoin is decent… https://t.co/iqroLgmeGo",2
"RT @Ragnarly: No one is going to seize your bank account... until they do.

No payment processor stops doing business with your industry...…",1
"RT @bethereumteam: Create custom group bets and invite your friends, choose the buy in amounts, select what sport to bet on and enjoy the g…",2
"""Bitcoin is a once in a lifetime opportunity."" -Sister Jean

#cryptocurrency #bitcoin https://t.co/zQByzjerGx",1
"RT @RichardHeartWin: #Bitcoin #trading protip: A ""Death cross"" just means that the price in the last 50 days has been going down more than…",2
"RT @FireLottery: The new strategic partner of @FireLottery is the chain of casinos Shangri La.

#crypto #cryptolottery #cryptocurrency #inv…",2
"RT @Evareium_ITO: Last few hours to take advantage of 14.2% bonus on $EVM and 40% $EVT credit! Visit https://t.co/U3kpTyDCtG to invest.

#…",0
"@TabletWallpaper @YoustockProject This article explains a little about what I’m doing
https://t.co/lpvM7Uc8ky",0
Bitcoin Will Be World's 'Single Currency' Says Twitter CEO https://t.co/qI0LOIUWPF via @CoinDesk,0
@ClamfaceBobpant @JuliusBitzCoinz @justinsuntron People looking at bitcoin and think all coins special tron gonna b… https://t.co/mnoUfbFIKS,2
"Copy successful traders automatically with Bitcoin! 💰💰

I copy ""Dividend667"". Do you?

➡️ https://t.co/soBG18eXy8… https://t.co/oATyZxmjtl",2
RT @cryptopolitans: Bitcoin is on its way to be at 7k or lower in a couple of days. XRP can go to 0.51 #Btc #bitcoin #Crypto #XRP #Ripple,1
Today in Bitcoin (2018-03-22) - Bitcoin $8888 - Payza - $100M Vegas Attraction https://t.co/MlM0Sz8JoY https://t.co/VJyoasgowU,1
"RT @Meilinjau: 🏁BITRACE 🏁 ICO Calendar &amp; Price
BITRACE Website: https://t.co/zxNJOgTYc1

#bitrace #ICO #BLOCKCHAIN #CRYPTOCURRENCY #BITCOI…",1
RT @Xentagz: #Bitcoin is in the early adopter phase https://t.co/Ex9OPWmVNx,1
"@Milana_Gerson This article explains a little about what I’m doing
https://t.co/lpvM7Uc8ky",0
"RT @bit_xan: Crypto is a direct response to the overreach of government, and so any attempt to control or contain it only reinforces the ne…",1
RT @medXchange1: Peter Thiel: Bitcoin Will Be the 'One Online Equivalent to Gold' https://t.co/CEbttDOF35 via @CoinDesk,2
RT @nfrisbie83: OK Internet... I need your help... let’s break a #worldrecord ... see how much #bitcoin we can cram into my wallet in #24ho…,2
Current price of Bitcoin is $8650.00 #BTC,0
New video by World Crypto Network: Today in Bitcoin (2018-03-22) - Bitcoin $8888 - Payza - $100M Vegas Attraction https://t.co/RC28ZTXfwy,1
Applied Network Security Monitoring is the essential guide to beco https://t.co/cElsYjvKar #Cybersecurity #Bitcoin https://t.co/rMpsHX4Oh5,1
RT @BigCheds: $BTC #bitcoin bear flag break https://t.co/9LCa1OD30O,1
👏👏👏 yess! https://t.co/gBq0N98dKD,1
"Know everything about Laxmicoin - India's own Bitcoin : https://t.co/8Fiy7HMaLo

#Bitcoin #Bitcoins #buybitcoin… https://t.co/hicvNsMlO6",1
Purchase RSA 2048 bit cracking software. For US$ 10bn/license/year email us on info@automatski.com we need the mone… https://t.co/Q6ZPfIRDV2,1
Crypto Collectibles Are Worthless Without a Website – Bitcoin News - https://t.co/1y6DvpxTcV https://t.co/5CQWwskiT3,0
"Ethereum is better than Bitcoin in 2018: ConsenSys, Enterprise Ethereum Alliance, ICO ’s and smart contracts (Ether… https://t.co/wm5uYB1OD4",1
RT @TraderOfFutures: Why Pros Win and Retail Traders Lose - Bitcoin Trading Q&amp;A https://t.co/3cjcqH2W6k via @YouTube,1
Bitcoin falls on fears of regulatory trouble for crypto exchange https://t.co/UOHg5FNqA9 #news #bitcoin,1
"RT @bethereumteam: This month we're celebrating a major #milestone in the project and we're involving our growing community!
Can you guess…",2
"Copy successful traders automatically with Bitcoin! 💰💰

I copy ""Dividend667"". Do you?

➡️ https://t.co/cxOe2R4Sjr… https://t.co/QWZ86aBQ86",2
@_Kevin_Pham Trumps retarded policies and actions are about to make bitcoin way more valuable...probably sooner than later.,0
RT @TheNextWeb: Pablo Escobar’s brother has launched his own cryptocurrency: Diet Bitcoin https://t.co/fVwRfgLZjD,2
Get Free Bitcoin        https://t.co/zgQv0osTGo,2
"RT @bethereumteam: Do you remember the last time you had fun while betting?
Well, with #Bethereum you will! We're bringing the holy trinity…",2
"Copy successful traders automatically with Bitcoin! 💰💰

I copy ""Dividend667"". Do you?

➡️ https://t.co/LGy4EmDjKf… https://t.co/qwiSJ8aUAs",2
"RT @theonevortex: #Bitcoin lets everyone have a piece.

It doesn't care about religion, age, race or geography.

No one single person can…",0
